HSC1_1	HSC1_13	HSC1_14	HSC1_2	HSC1_3	HSC1_4	HSC1_6	HSC1_7	HSC1_8	HSC1_9	HSC3_10	HSC3_12	HSC3_13	HSC3_14	CMP_4	CMP_5	CMP_6	CMP_7	MEP_1	MEP_2	MEP_3	MEP_4	MEP_5	MEP_6	MEP_7	MEP_8	MEP_9	ERY1_3	ERY1_4	ERY1_5	ERY1_6	ERY1_7	ERY1_8	ERY1_9	ERY2_3	ERY2_4	ERY2_5	ERY2_6	ERY2_7	ERY2_8	ERY2_9	ERY3_3	ERY3_4	ERY3_5	ERY3_6	ERY3_7	ERY3_8	ERY4_3	ERY4_4	ERY4_5	ERY4_6	ERY4_7	ERY4_8	ERY4_9	ERY5_3	ERY5_5	ERY5_6	ERY5_7	ERY5_8	ERY5_9	MEGA1_2	MEGA1_3	MEGA1_4	MEGA1_5	MEGA1_6	MEGA1_7	MEGA2_2	MEGA2_3	MEGA2_4	MEGA2_5	MEGA2_6	MEGA2_7	GMP_4	GMP_5	GMP_7	GMP_9	GRAN1_2	GRAN1_3	GRAN1_4	GRAN1_5	GRAN1_6	GRAN2_2	GRAN2_4	GRAN2_5	GRAN2_6	GRAN3_3	GRAN3_4	GRAN3_5	GRAN3_6	MONO1_1	MONO1_2	MONO1_3	MONO1_4	MONO2_1	MONO2_2	MONO2_3	MONO2_4	MONO2_5	EOS2_1	EOS2_2	EOS2_3	EOS2_4	EOS2_5	BASO1_3	BASO1_4	BASO1_5	BASO1_6	BASO1_7	BASO1_8	DENDA2_1	DENDA2_2	DENDA2_3	DENDA2_4	DENDA2_5	DENDA1_1	DENDA1_2	DENDA1_3	DENDA1_4	DENDA1_5	PREBCELL2_1	PREBCELL2_3	PREBCELL2_4	PREBCELL2_6	PREBCELL3_1	PREBCELL3_3	PREBCELL3_4	PREBCELL3_5	PREBCELL3_6	BCELLA1_1	BCELLA1_2	BCELLA1_3	BCELLA1_4	BCELLA1_5	BCELLA2_1	BCELLA2_2	BCELLA2_3	BCELLA2_4	BCELLA2_5	BCELLA3_1	BCELLA3_2	BCELLA3_3	BCELLA3_4	BCELLA3_5	BCELLA4_1	BCELLA4_2	BCELLA4_3	BCELLA4_4	BCELLA4_5	NKA1_1	NKA1_2	NKA1_4	NKA1_5	NKA2_1	NKA2_2	NKA2_3	NKA2_4	NKA2_5	NKA3_1	NKA3_2	NKA3_3	NKA3_4	NKA3_5	NKA4_2	NKA4_3	NKA4_4	NKA4_5	TCELLA1_11	TCELLA1_5	TCELLA1_6	TCELLA1_7	TCELLA2_10	TCELLA2_11	TCELLA2_3	TCELLA2_5	TCELLA2_6	TCELLA2_7	TCELLA2_8	TCELLA3_11	TCELLA3_3	TCELLA3_5	TCELLA3_6	TCELLA3_7	TCELLA3_8	TCELLA4_10	TCELLA4_11	TCELLA4_3	TCELLA4_5	TCELLA4_6	TCELLA4_7	TCELLA4_8	TCELLA6_10	TCELLA6_11	TCELLA6_3	TCELLA6_5	TCELLA6_6	TCELLA6_7	TCELLA6_8	TCELLA7_10	TCELLA7_11	TCELLA7_3	TCELLA7_5	TCELLA7_6	TCELLA7_7	TCELLA7_8	TCELLA8_10	TCELLA8_11	TCELLA8_3	TCELLA8_5	TCELLA8_6	TCELLA8_7	TCELLA8_8
SQRDL	-0.91502	-0.09632	-0.28462	-1.20172	-0.82622	-1.76042	-0.81042	-1.54912	-0.77002	0.02038	-1.30712	-0.72532	-0.41402	-0.85912	-0.76022	-0.66622	-1.95312	-0.11372	-1.49582	-2.14842	-2.56752	-0.94862	-2.46842	-1.56452	-0.93122	-1.99182	-2.22762	-1.95812	-2.39562	-1.83602	-1.14212	-1.91932	-2.08652	-2.45772	-1.86232	0.70478	-1.17572	0.70568	-1.34572	0.08008	-1.05872	2.32838	0.41578	0.95808	0.03138	1.80438	-1.42742	2.17598	2.44968	0.22918	1.68038	-0.18002	-0.91282	1.12888	2.62928	0.99378	1.85598	-2.21022	-0.26102	-0.24912	-1.20562	-1.30092	0.02798	-1.34802	-1.61212	0.44618	-0.90382	-1.10592	-0.46512	-0.10282	0.09048	0.10038	1.02208	-0.24792	1.64358	-1.89252	0.11758	1.15708	0.44758	0.63268	0.83818	1.04098	1.80528	2.10448	2.11008	0.98398	1.17898	1.78548	1.48568	1.68798	1.41978	1.26118	1.38998	2.46278	2.77328	2.77998	2.40848	1.11588	-1.61772	0.36158	-0.11212	-1.09692	1.60398	-1.61572	-0.76342	-1.96602	-0.83492	0.87598	-0.57492	1.75428	1.04708	1.09588	0.74948	0.21478	0.39838	-1.31772	-1.22832	0.27518	-0.98112	-1.58032	-1.51942	-0.94732	-0.24092	-2.15002	-1.54142	-1.90932	-1.53252	1.03378	-0.11872	-0.21432	0.74118	-0.35742	0.12978	0.08348	-0.17442	-0.47102	-0.46372	0.02708	0.48548	-0.07462	-0.48102	-0.83652	-0.49532	0.00098	-1.37392	-0.02792	-0.03232	-0.24892	0.85878	1.25778	1.19128	0.68508	0.14058	-0.01222	1.32188	-0.01262	-0.18892	-0.25932	-0.18992	-0.11242	0.08198	-0.50862	-0.54312	1.96148	0.96768	-0.82062	-0.75362	0.50278	1.22998	0.81358	-0.36242	0.19498	0.14638	0.84198	0.20828	-0.43972	0.37948	0.64988	0.71628	1.15848	1.59788	0.77418	0.47308	0.03228	0.46138	0.77798	0.79618	0.92638	1.21688	-0.01082	-0.37522	-0.26582	-0.92822	-0.13972	-0.46942	-0.05192	0.40528	1.23238	0.12858	1.22698	0.85578	0.92258	0.53068	1.37978	0.72078	0.49188	0.79648	0.83178	0.51128	0.31928	1.25738
ARAP3	-0.3703	-0.6093	-0.6128	-0.6023	-0.6066	-0.3269	-0.8116	-0.654	-0.8196	-0.848	-0.2119	-0.1798	0.0565	-0.3276	-0.3626	1.3802	0.6896	-0.2508	-0.4086	-0.7126	-0.707	-0.418	-0.3941	-0.5524	0.0662	-0.4254	-0.6929	-0.5121	0.1356	0.0961	-0.5696	-0.2599	-0.3583	-0.2913	-0.3257	0.5196	-0.5774	0.4425	-0.0888	-0.0373	-0.0823	-0.6047	0.0296	-0.1482	0.5257	-0.6877	-0.5206	-0.2897	-0.5584	0.1924	-0.5646	-0.5218	0.8086	-0.1186	-0.625	-0.6109	-0.4147	-0.4573	-0.9095	-0.2879	-0.2598	-0.244	-0.0458	-0.573	0.0932	0.7313	-0.04	-0.5736	-0.254	0.3192	0.3406	0.271	-0.2361	-0.1473	0.5067	1.5396	-0.5366	-0.6161	-0.5076	-0.5734	-0.118	0.8996	1.7695	1.4832	2.0769	1.6346	2.4247	1.7181	1.2042	0.9745	0.8096	1.3899	2.4341	2.2446	1.7999	2.4588	1.3712	1.2841	0.0963	-0.1826	-0.342	-0.0082	1.1895	-0.6348	-0.2826	-0.2556	-0.0644	0.2044	-0.1709	0.0393	-0.0902	0.0331	0.3407	0.35	-0.1094	-0.049	-0.42	-0.4044	0.9258	-0.3567	-0.4485	1.3471	0.4411	-0.0782	-0.584	-0.1943	0.2075	1.0905	-0.6554	-0.7406	-0.7956	-0.7584	-0.9725	-0.4242	-0.7659	-0.7238	-0.5511	-0.6188	-0.911	-0.545	-0.5793	-0.3371	-0.1427	-0.4237	-0.6881	-0.823	-0.7366	-0.5484	1.7218	1.4179	1.5273	1.9452	0.087	0.5687	0.8547	1.1903	-0.2103	-0.1376	-0.318	0.2779	-0.5954	-0.2141	-0.0122	2.0891	0.9424	-0.1229	-0.0515	1.4172	2.4757	0.8527	-0.1503	-0.3025	-0.8799	-0.476	-0.4433	-0.0887	-0.4691	-0.2026	-0.471	0.2405	-0.242	0.1044	0.0156	-0.5189	-0.1184	-0.7539	-0.0991	-0.4685	-0.7634	-0.016	-0.5467	-0.416	-0.6799	-0.5231	-0.4945	-0.5037	-0.5179	-0.0177	-0.0542	-0.4674	-0.1297	-0.1892	-0.1301	-0.3859	-0.3145	0.0873	-0.7995	-0.7333	-0.2516	-0.6139	-0.4389
TMEM127	0.25472	0.42512	0.28102	0.24892	0.05462	-0.08318	-0.04858	0.02722	0.28932	0.56762	0.08632	0.41392	0.18812	0.10292	0.00452	-0.80388	-1.28218	-0.92378	-0.35588	0.10082	-0.25178	0.24622	-1.34688	-0.36538	-0.03978	-0.39648	-0.53078	-0.28258	-2.06228	-0.38578	0.04952	-0.36318	0.11982	-0.01768	-1.66808	0.21422	-0.82898	0.51962	0.00562	0.27122	-0.20208	-1.50558	-3.53518	-0.65248	-2.40168	-0.51248	-0.45688	-3.59658	-1.37998	-2.28038	-1.53808	-1.28378	-1.86458	-0.41338	-1.71388	-2.52318	-0.63438	-0.64778	0.18902	0.04412	-0.40268	-0.72608	0.18572	0.33592	-0.15558	-0.02118	-0.47088	0.35632	0.15712	-0.26298	-0.15488	-1.29488	0.31232	0.20792	1.02842	-0.73748	0.63952	1.08622	0.05602	0.64832	0.45482	0.81452	1.23932	1.18602	1.24022	0.39332	1.26502	1.82562	1.08732	1.26772	1.04482	0.78002	0.58252	1.77922	2.00112	1.84472	1.71452	1.10462	-0.48038	-0.06578	0.38082	0.17182	1.30802	-0.69008	-0.19518	-1.48758	-0.51768	0.10262	-0.07838	1.47342	0.85692	0.58912	0.52442	0.96052	0.47702	-0.65488	-1.20238	0.08232	-2.21088	-0.62878	-0.15498	-3.74048	-0.51488	-1.00478	-1.31298	-1.58118	-2.13938	0.75192	0.54912	0.24062	1.35952	0.45472	0.55772	0.64132	0.55162	0.83022	0.50142	0.51012	0.75812	0.64622	0.39292	0.48802	0.25682	0.39842	-0.15448	0.24062	0.43372	0.46842	1.16382	1.30642	1.21502	0.91162	0.36562	0.42282	1.07152	-0.03768	0.90632	-0.16358	0.11392	-0.16008	0.85772	-0.94298	-1.62758	1.89162	0.09652	-0.73748	-0.13508	0.46952	0.68842	1.02622	0.39472	0.12482	0.19102	0.24342	-0.02048	-0.10118	0.28002	-0.09508	-0.01268	0.59982	0.32932	0.99482	0.08322	-0.11958	0.10982	0.41332	-0.23318	0.18932	0.79772	-0.86688	0.20962	-0.24348	-0.12378	-0.16968	-0.31208	0.27102	0.28682	-0.28328	-0.87758	0.23502	0.19392	0.55422	0.41272	0.71172	-0.15348	-0.72068	-0.01678	-0.07448	0.00692	0.43902	0.56792
FCAR	-0.29564	-0.42874	-0.55014	-0.30394	-0.42474	-0.44754	-0.53574	-0.40054	-0.45104	-0.35714	-0.23164	-0.57974	-0.64364	-0.40684	0.32316	-0.32334	-0.34374	0.00066	-0.40844	-0.04304	-0.49574	-0.02064	-0.45474	-0.59874	-0.44254	-0.73864	0.08176	-0.51344	0.06516	-0.03194	0.32266	-0.53804	-0.24124	-0.96244	1.05636	2.05366	-0.48874	0.21226	0.27236	1.59006	0.05256	-0.18184	-0.04104	-0.32514	0.14776	0.09736	0.14426	0.38206	0.05566	0.07676	-0.11764	-0.83734	0.01006	-0.50264	0.15476	-0.02874	-0.14724	0.31666	1.92546	-0.20854	-0.01924	0.31416	0.25196	-0.43244	-0.36514	0.90976	-0.13104	0.27906	-0.16864	0.20876	-0.38104	0.53106	1.11056	-0.27874	0.92006	-0.57734	-0.26704	-0.86094	0.45826	-0.22294	0.79886	1.37246	2.79716	1.51856	1.22786	1.05006	2.05466	0.81646	0.98256	0.98516	1.53696	0.76596	0.88316	1.98426	1.08676	1.68856	1.35316	1.45786	0.16486	-0.28494	-0.32834	0.43476	1.49616	-0.17514	0.17356	-0.31304	0.37126	1.02966	0.04576	-0.46264	-0.41444	0.06526	0.20096	-0.29624	0.10416	-0.46924	-0.06794	-0.02604	0.09686	-0.00394	1.00086	0.54406	1.70836	-0.30814	0.39596	0.08546	0.54366	1.20976	-0.45974	-0.39804	-0.90134	-0.43614	-0.54494	-0.22454	-0.34354	-0.49344	-0.43694	-0.10744	-0.30584	0.61906	-0.37064	-0.21394	0.07306	-0.46664	-0.65754	-0.46354	-0.22694	-0.39534	-0.29504	-0.44904	-0.06054	0.02976	-0.61704	-0.52064	-0.62244	-0.42414	-0.68024	-0.58434	-0.48454	-0.49714	0.24446	-0.82314	0.02736	0.33326	-0.61304	-0.18354	0.12146	0.84006	-0.40354	-0.29724	-0.29064	-0.23264	-0.43084	-0.63304	-0.44934	-0.37664	-0.54474	-0.65564	-0.22604	-0.35894	-0.30344	-0.52674	-0.71074	-0.30454	-0.49334	-0.51524	-0.28434	-0.27014	-0.25284	-0.40854	0.58506	-0.34914	0.05546	-0.40164	-0.43414	-0.50214	-0.54774	-0.14944	-0.05494	-0.32444	-0.39454	-0.50224	-0.24764	-0.54274	-0.01514	0.03796	-0.32974	-0.21784	-0.33304	-0.45654	-0.30354
CLEC5A	-0.56746	-0.95346	-0.59696	-1.18916	-0.67336	0.10564	-1.04166	-0.81236	-0.52016	-0.79556	-0.45176	-0.87756	-0.84046	-0.97176	0.12894	-0.49296	1.44814	0.02714	-0.91316	-0.54796	-0.63286	-0.87906	0.26044	0.27544	-0.20306	0.06664	-0.20936	-0.79976	0.18754	-0.62236	-0.49566	1.43994	0.28794	-0.55086	3.58464	3.17034	0.24894	1.96754	0.25524	3.99454	0.16004	0.02724	0.04784	-0.48676	0.68794	-0.43796	-0.16136	0.02884	-0.37476	0.02124	-0.53816	-0.62476	0.67924	-0.68906	-0.21286	-0.19246	-0.41236	0.14034	-0.30446	-0.75406	0.17144	0.24314	-0.35506	-0.50166	-0.28556	1.14734	0.02484	-0.72836	-0.68026	0.20394	0.67404	1.30154	1.69134	-0.60076	1.72354	-0.23256	-0.88266	-1.46216	0.42784	-0.37446	1.81124	0.53054	2.21194	2.89034	3.11014	0.75364	0.89764	0.70024	2.19744	3.09854	2.46214	1.14254	1.45214	1.61984	2.15724	2.37494	1.89224	1.49434	0.37904	-0.57836	-0.74726	-0.10586	1.86674	-0.03076	-0.63136	0.93024	0.37934	3.12964	-0.16026	-0.59366	-0.33466	0.07614	0.14824	0.43714	-0.28406	0.52464	0.23784	-0.16776	1.93704	-0.10436	0.29334	1.76534	0.38294	-0.07356	0.08674	-0.14726	0.54904	1.19474	-0.59986	-0.80096	-1.20036	-0.72926	-0.70156	-0.54886	-0.93326	-0.80966	-0.75446	-0.82856	-0.60706	-0.34616	-0.93276	-0.92156	-0.85486	-1.04176	-0.75926	-0.63226	-0.55936	-0.65416	-0.57566	-0.45726	-0.60256	0.67444	-0.27476	-0.10676	-1.00666	-0.33136	-0.36896	-0.29686	-0.56876	-0.07636	-0.86156	0.05654	1.44044	-0.71856	0.12574	0.25964	-0.02966	-0.46566	-0.73116	-1.08226	-0.43936	-0.37286	-0.86286	-1.06426	-0.60776	-0.51606	-0.51786	0.92004	-0.48716	-0.54036	-0.59476	-0.71716	-0.33406	-0.04786	-0.14656	-0.96646	-0.76886	-0.42036	-1.05296	0.74574	-0.59986	-0.04666	-0.29346	-0.74066	-0.65316	-0.66536	-0.81766	0.24074	-0.19346	-0.89836	-0.77126	-0.83426	-0.74606	-0.64686	-0.75526	-0.03726	-0.94636	-0.66816	-0.57446	-0.51836	-0.90446
LAP3	-0.63306	-0.41456	0.91824	0.04294	0.21364	-0.58786	0.01904	0.10594	0.52304	0.33444	0.00254	-0.26556	0.52564	1.27814	0.02454	0.56134	-0.49886	1.77994	0.19514	0.10784	0.11344	0.24354	-0.35146	-0.24696	0.19674	0.08194	0.21204	0.62274	-0.57656	0.64684	-0.69556	-0.02646	0.11084	0.72654	-2.33546	-0.42386	-0.50216	0.38154	0.52504	0.43334	-0.94036	-2.09726	-1.34046	-2.23346	-1.87176	-2.20996	-1.53446	-2.89866	-2.25516	-1.19346	-2.01776	-0.65796	-0.95896	0.04644	-2.42986	-1.81966	-1.73476	-1.72586	-1.79976	-0.82156	-0.78676	-0.57486	-0.47756	0.44734	-0.41206	0.31424	-1.19746	-0.28196	-0.35516	-0.71126	-0.25316	-0.19496	2.09434	0.86694	1.51654	-0.75976	-0.15896	0.48934	0.36684	0.30234	-0.19776	0.59584	0.83534	1.02524	1.23744	-0.18916	0.99764	1.22934	1.30424	1.05144	1.58504	1.07154	2.04144	2.07234	1.77294	1.47644	1.36834	0.58984	0.16454	0.40614	0.51054	0.76744	0.64444	-0.29996	0.84134	-0.41886	0.07194	-0.21526	-0.24366	1.72344	1.41684	0.44354	1.20674	1.13114	0.64364	0.12444	-0.08676	1.17624	0.56014	-1.61146	-0.52526	0.32484	-0.47606	-0.85436	-0.56066	1.68974	-0.38826	-0.30626	-0.23656	-0.26566	0.23724	-0.12826	0.29494	-0.26646	-0.11856	-0.02956	0.55924	0.09044	0.27804	-1.26796	-0.51586	0.32124	0.29374	-0.18486	1.59304	-0.21516	-0.08286	0.33314	1.40324	0.91404	1.32984	0.43204	-0.01156	-0.12726	0.68764	0.00314	-0.11096	0.31484	-0.02156	-0.27596	0.92374	0.07764	-0.51706	1.21444	0.16344	-1.11606	-0.18846	0.90604	-0.33326	1.19844	-0.19856	-0.48296	0.30744	-0.03296	-0.21456	-0.39026	0.10624	-0.33726	-0.40246	-0.07016	-0.46806	0.92934	-0.46306	-0.89756	-0.88756	0.57064	0.19394	-0.33266	1.39684	-0.54616	-0.77426	-1.06756	-0.17286	-0.52776	-0.76866	-0.10456	-0.05566	-1.21566	-0.73876	0.51394	0.07974	0.01024	0.34464	0.14794	-0.62006	-0.50686	0.76704	-0.15056	0.05514	0.61564	-0.00166
SMARCD3	-0.23432	-0.09932	-0.30892	-0.17602	-0.18522	-0.22122	0.18468	0.55368	0.13148	-0.06762	-0.51962	-0.34882	-0.00032	-0.38262	0.36248	-0.15722	0.26738	0.36238	0.13208	-0.39152	-0.56062	-0.52512	-0.19482	-0.46792	0.05208	-0.11332	0.11808	-0.65162	-0.20242	-0.31942	-0.47642	-0.53552	-0.67552	-0.41782	0.62288	-0.41662	-0.64072	0.41478	-0.77682	-0.29172	-0.56602	-0.54712	0.43678	-0.25562	0.01768	-0.14452	-0.33522	-0.36352	-0.32232	-0.26962	0.20818	-0.45792	0.02158	-0.59742	-0.24362	-0.23512	-0.23852	0.08818	-0.49382	-0.08302	-0.35882	-0.27372	0.12058	-0.16992	-0.36942	0.22028	0.33178	-0.27502	-0.16282	-0.15772	-0.18682	0.55258	-0.52902	-0.30012	1.17878	-0.40022	-0.41932	-0.30952	-0.77152	-0.05092	-0.12972	0.19608	2.00618	2.40308	2.37118	0.02048	0.33768	0.61168	0.36128	2.18318	-0.09772	1.59778	1.47228	1.87538	2.41378	3.04168	2.80678	1.51398	-0.14102	-0.27882	-0.31502	0.04448	0.36418	-0.48892	-0.06412	0.39278	-0.39232	0.45888	-0.40302	0.45988	0.52208	0.28528	0.01948	0.42768	-0.55292	-0.07132	0.10978	-0.07412	0.68848	-0.18032	0.22308	2.33168	0.67288	-0.36822	-0.13762	0.48728	0.81228	0.79468	-0.56422	-0.77982	-0.60082	-0.78032	-0.61662	-0.38352	-0.63422	-0.49422	-0.66112	-0.55972	-0.48832	0.04788	-0.67822	-0.81472	-0.45432	-0.41832	-0.68842	-0.65092	-0.62702	-0.55342	0.15488	-0.09882	-0.23542	0.68448	-0.64862	-0.40652	-0.52052	-0.38592	-0.30752	-0.40222	-0.49972	-0.24172	-1.14932	-0.15092	0.27338	-0.05432	0.36068	0.04878	0.14718	0.42828	-0.44362	-0.68702	0.67948	-0.15272	0.60408	0.07448	1.12038	0.71018	0.34678	0.03298	-0.17362	-0.08982	0.07858	-0.03042	0.14128	-0.10852	0.75628	-0.26892	-0.16372	0.31738	-0.26992	0.15448	-0.08812	-0.25502	-0.38072	-0.14552	0.25878	-0.29092	-0.35012	-0.15452	-0.00652	-0.37952	-0.09862	-0.55572	-0.41622	-0.08442	-0.22502	-0.57402	-0.54932	0.01718	-0.30632	-0.07182	-0.31052
FCER1G	-0.22238	-0.35108	-0.24148	-0.10028	-1.11448	-1.66678	-1.14128	-0.69748	-0.82488	0.03872	-0.00168	-0.24668	0.22392	-0.31518	1.71182	1.47832	-0.76878	-0.71778	-0.85858	-0.50678	-0.05618	-0.39598	-1.36928	-0.49118	1.31542	-1.30918	-0.24858	-0.02438	-1.50628	-0.82698	1.42632	-0.52968	0.21802	0.79702	0.62562	2.20202	1.76842	2.70772	1.86702	1.32332	1.89312	-3.40678	-2.78068	-1.02688	0.29772	-1.98048	-0.91788	-2.77398	-3.38868	-3.67268	-0.20568	-1.43728	0.65072	-0.30708	-1.31108	-2.36578	0.65092	0.13592	1.84052	1.82802	2.19342	1.87962	2.62922	1.50462	0.79822	2.19962	2.35102	2.87962	2.52832	2.98152	2.67832	1.70532	2.47882	2.87082	3.19522	0.36022	0.89252	1.07182	0.48752	1.35662	2.34062	2.81572	3.28552	3.29372	3.28052	3.45392	2.86112	3.01642	3.47102	2.68612	3.05192	3.24162	3.16012	3.11972	3.11372	3.08152	3.41682	3.01382	2.14362	1.86032	2.21012	2.62702	2.52302	1.88822	2.39142	-0.25018	1.09662	2.36312	1.41172	2.77522	2.87752	2.76692	2.86332	2.87912	3.07702	2.82772	2.51892	2.88892	2.26352	-3.99548	-1.33958	-2.43308	1.86122	-3.35278	-3.61418	-2.54548	-0.29818	2.62812	-2.67598	-2.70038	-3.84138	-3.41308	-4.11108	-2.30098	-2.97588	-3.47678	-3.48548	-2.77088	-0.98448	-4.27138	-0.91708	-1.49958	-0.09678	-3.15228	-4.55618	-3.42148	-4.24638	-3.43268	3.17982	3.06792	3.18012	3.03402	2.57612	2.59042	2.48942	3.14592	1.53872	2.08782	2.49822	2.50752	3.01782	2.32302	0.52362	3.35442	-0.72418	-1.40628	2.12052	1.87882	-0.78898	2.00582	-1.32208	-0.16928	-0.79508	-0.19028	-0.68288	-1.67828	-2.88958	-2.07448	-0.80838	-1.56838	-1.96928	-2.68678	-4.12428	-3.66598	-3.12928	-1.42118	-0.49298	-2.45178	-2.16218	-3.77408	-2.74228	-3.00378	-2.81488	-1.17408	-3.17258	-2.60958	-4.21348	-3.76458	-3.46008	-0.95528	-1.79638	-1.64348	-3.46238	-3.90498	-3.86868	-3.72708	-1.41908	-1.70858	-3.38928	-3.45008	-4.08558
TM6SF1	1.11419	0.39589	0.34299	0.06079	0.26059	-0.80441	0.12899	0.66209	0.88669	0.71959	1.05869	1.04539	0.94179	-0.03901	-0.58331	0.39199	-1.35711	-1.00971	0.77789	0.84629	0.42649	-0.10921	-1.10501	-0.09711	-0.00881	-0.62541	0.05689	-0.53691	-1.09411	0.20609	0.38559	0.35759	-0.32381	-0.45531	3.02659	1.72849	-0.52281	1.77259	2.19279	1.51199	1.21069	-0.79321	0.02399	-1.31471	0.46049	-0.79621	-0.90591	-0.60981	-0.47481	-1.14421	-0.48531	-1.05571	-1.38161	-0.48141	-1.07311	-1.11361	-1.11861	-0.64441	-0.29761	-0.69321	1.47799	0.79779	0.82889	0.86999	-0.62901	-0.63651	1.43509	1.54089	2.59949	0.60879	0.83199	0.00279	1.10829	0.29579	1.79939	0.00909	0.08199	0.16649	0.16239	0.92409	1.45129	2.26919	3.18599	2.31859	2.84249	2.02159	2.32629	2.02279	2.26899	1.85689	2.81149	1.47519	1.57639	2.25749	2.83159	2.61829	1.91869	1.67609	-0.65321	-0.39491	0.67599	0.92399	1.34699	0.04409	-0.04741	-0.87931	-0.56301	-0.06991	-0.82351	2.87189	1.14979	0.86199	1.62119	1.38849	-0.68071	-1.04051	-1.39201	-1.26021	-1.09221	0.38029	-0.36021	-1.56721	-0.53691	0.92979	-0.85181	-0.48711	-0.82751	-0.47101	-0.63911	-0.87101	-0.66921	-1.25181	-0.45001	-0.69631	-0.87531	-1.14001	-1.10311	-1.05331	-0.00181	0.14019	-1.01141	-1.13401	-0.77551	-1.14891	-1.03071	-1.14721	-1.09951	-0.85121	-0.19781	-0.16671	-0.22701	-1.02491	1.40659	0.96649	0.94849	1.35149	0.49009	-0.39231	0.54909	-0.22051	2.66929	-0.66731	-0.77521	0.26639	-0.72731	-1.11651	-0.11421	0.74649	0.06309	0.09369	-1.02671	-0.84131	-0.81411	-0.69861	-0.51901	-1.02451	-0.95531	-1.40361	-1.05911	-1.14381	-1.11871	-1.03741	-1.14801	-0.46401	-1.38251	-0.90071	-0.55131	-0.73471	-1.09391	-1.54861	-0.96091	-0.37671	-0.15451	-1.08101	-0.89461	-0.87581	-1.26691	-0.81531	-0.84091	-0.62801	-0.94461	-1.03901	-1.09921	-1.16581	-0.54131	-1.26511	-1.06271	-0.83901	-1.36121	-1.27951	-1.29281
AGO4	1.09654	0.48584	0.71874	-0.52806	0.48844	-0.20076	0.45354	0.43314	0.86064	0.45944	0.52354	0.72764	0.33954	0.18004	0.54094	1.27214	-1.62026	-0.80946	0.23094	0.31444	-0.06076	-1.18806	-1.46416	-0.14906	-0.12876	-0.62266	-0.93176	-0.53026	-1.54656	-0.01556	-2.02926	0.58544	-0.96096	-1.39506	-0.95456	0.86474	-0.87706	0.72374	0.17054	1.18554	-1.40846	-2.37516	-2.02806	-2.22456	-1.83776	-2.32616	-2.31376	-2.54086	-2.42036	-1.76446	-2.50366	-1.69026	-2.82636	-2.28836	-1.85866	-1.81966	-0.71926	-1.28176	-1.91476	-0.13256	-1.75606	-0.91856	-0.60986	-0.55836	-1.08856	1.18314	-1.21626	-0.31446	0.15624	-0.72846	-0.79226	-0.76466	1.09914	0.84054	1.26014	-1.68246	0.42144	1.51244	0.03324	1.57244	1.44714	1.69094	1.94884	2.13454	1.99474	1.02454	1.93284	1.93774	1.57834	2.06704	1.89774	1.03014	1.40484	2.59304	2.82364	2.52424	2.28834	1.05974	-1.08176	-0.31466	0.74214	0.66244	1.98404	-1.15986	0.77954	-0.75586	-1.05866	1.89534	0.38434	1.86694	1.18354	0.89104	0.83274	0.65884	-0.28026	-1.66066	-1.12216	0.36174	-1.87316	-1.29766	0.94334	-2.11596	-0.27696	-0.46336	-1.52436	-1.75696	-1.09626	0.45624	0.87624	1.04504	2.31924	1.13124	1.11614	0.45844	0.31764	0.34024	0.91334	-0.13086	0.88424	-0.34026	-0.31916	0.78414	-0.36106	0.39584	0.95974	0.11724	0.23944	-0.53876	0.65754	1.03594	1.01744	-0.24666	0.29004	0.73524	1.64494	0.42254	0.81504	0.07354	0.39004	-0.01166	1.00634	-0.52726	-0.92786	1.48564	1.40484	-1.03946	-1.07636	0.90574	1.67374	1.37654	-1.42356	-0.93176	-1.26926	-1.22596	-0.86906	-1.36766	-0.69876	0.54084	0.44814	1.04604	1.28794	1.10054	0.18794	-0.98056	-1.37216	0.47744	1.05314	0.40424	1.41364	-0.44326	-0.65306	-1.39396	-1.47836	-0.53296	-1.25906	0.04834	-0.73326	-0.75056	-0.56956	0.92584	-0.03936	1.90654	0.62974	1.44264	-1.41356	-0.93066	-0.30526	-0.02116	0.43404	0.58544	0.21684
